model,test,book,characters,errors,insertions,deletions,substitutions,arabic_count,arabic_missed
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_154r_155r,3106,845,344,150,351,2346,371
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_155v,671,218,61,49,108,532,113
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_155v_156r,648,135,45,18,72,523,90
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_156r_159r,4383,971,357,173,441,3407,486
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_160r_160v,2834,857,423,86,348,2116,434
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_161v_162v,1956,560,216,61,283,1527,354
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_163r_164r,1991,481,133,158,190,1578,221
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_164r,268,56,14,10,32,213,34
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_164v,416,87,30,20,37,333,47
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_165r,905,223,86,22,115,698,117
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_40v_42r,2513,548,178,111,259,1990,294
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_78v_79v,1702,280,115,41,124,1347,147
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_bsb_codarab_230_80v_81r,655,129,49,19,61,518,58
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_princeton_garrett_no_371b_61v-57r,2398,597,309,84,204,2003,432
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_landberg_212_122v_126v,2993,745,414,67,264,2282,349
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_lbg_210_220v_229v,5373,897,441,148,308,4289,378
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct224_145v_146v,844,181,86,36,59,666,75
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct_162_103v_104r,556,186,83,20,83,439,126
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct_224_123v126v,2002,474,235,58,181,1549,244
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct_224_126v135v,5433,1431,636,183,612,4276,790
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct_224_136r_137v,1150,194,113,15,66,894,87
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_oroct_224_146v_149v,1579,307,162,37,108,1214,135
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_38r_4,3110,510,348,44,118,2454,203
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_43r_4,1895,369,210,47,112,1478,161
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_46r_4,1691,283,184,27,72,1312,101
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_48v_4,391,90,56,14,20,307,35
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_70v_7,1873,361,214,40,107,1431,129
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_103r_118r,6307,1022,253,284,485,5408,644
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_11v_13r,917,197,81,34,82,716,100
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_14r_15v,846,222,86,43,93,663,105
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_17r_20r,1974,385,158,100,127,1585,138
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_20v_33r,5825,1365,556,249,560,4531,592
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_3r_6v,1816,356,131,80,145,1451,161
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_6v_8v,1131,240,72,59,109,906,113
pdf-print-n7m5-sup5size-ft_best,acdc_mss,druze_vatican_ar1342_9r_11v,1331,282,140,37,105,1050,118
pdf-print-n7m5-sup5size-ft_best,acdc_mss,fatih_2553,3914,705,200,143,362,3272,521
pdf-print-n7m5-sup5size-ft_best,acdc_mss,hafiz_divan_umich_ms_319,7029,4715,3342,77,1296,5600,4014
pdf-print-n7m5-sup5size-ft_best,acdc_mss,leipzig_b_or_156_01,3329,982,387,142,453,2815,780
pdf-print-n7m5-sup5size-ft_best,acdc_mss,leipzig_b_or_252,4959,1598,812,175,611,4176,1312
pdf-print-n7m5-sup5size-ft_best,acdc_mss,leipzig_ms_gabelentz_60,5431,614,288,116,210,4390,286
pdf-print-n7m5-sup5size-ft_best,acdc_mss,leipzig_vollers_121,2571,1131,709,65,357,2196,991
pdf-print-n7m5-sup5size-ft_best,acdc_mss,leipzig_vollers_879,35836,5205,1627,1251,2327,29997,3572
pdf-print-n7m5-sup5size-ft_best,acdc_mss,lewis_o_27,8289,1857,822,216,819,6605,1194
pdf-print-n7m5-sup5size-ft_best,acdc_mss,lewis_o_75,,,,,,,
pdf-print-n7m5-sup5size-ft_best,acdc_mss,library_of_congress_pk6450,3497,1596,652,279,665,2819,1161
pdf-print-n7m5-sup5size-ft_best,acdc_mss,ms_gabelentz_52,1747,111,32,28,51,1465,74
pdf-print-n7m5-sup5size-ft_best,acdc_mss,nat_lib_israel_ms_ar_4,1183,281,114,57,110,950,183
pdf-print-n7m5-sup5size-ft_best,acdc_mss,national_library_of_israel_ms_yahya_ar_862,2686,774,203,131,440,2243,594
pdf-print-n7m5-sup5size-ft_best,acdc_mss,princeton_garrett_no_1000y,625,268,159,22,87,521,228
pdf-print-n7m5-sup5size-ft_best,acdc_mss,princeton_garrett_no_1356y,2382,474,185,89,200,1991,321
pdf-print-n7m5-sup5size-ft_best,acdc_mss,princeton_garrett_no_1585y,1095,251,83,28,140,893,181
pdf-print-n7m5-sup5size-ft_best,acdc_mss,princeton_islamic_manuscripts_garett_no_62,2455,1773,1480,11,282,1846,1387
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_glaser_132,1276,142,49,22,71,1078,108
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_glaser_133,1022,220,69,36,115,859,169
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_glaser_33,23177,2207,932,593,682,18726,840
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_13940,1127,456,155,63,238,952,359
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14189,1987,295,120,38,137,1608,185
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14190,2906,1167,482,116,569,2363,984
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14192,1805,284,131,33,120,1450,178
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14194,1884,317,138,31,148,1511,204
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14299,1781,250,110,26,114,1439,159
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14308,1078,153,68,17,68,855,85
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_14309,2452,613,161,107,345,2021,470
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_8524,1037,233,88,35,110,850,165
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_hs_or_9772,1878,277,143,16,118,1503,162
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_landberg_97,2608,250,99,57,94,2107,126
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_fol_215,7017,1623,445,433,745,5851,1105
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_fol_913,,,,,,,
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_oct_1228,1750,880,267,96,517,1458,727
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_oct_1790,1488,302,122,48,132,1233,226
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_oct_241,1213,399,84,74,241,1012,284
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_oct_372,1868,343,156,42,145,1510,222
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_ms_or_oct_952,3231,2039,1618,27,394,2374,1521
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_wetzstein_i_148,2905,465,232,64,169,2359,271
pdf-print-n7m5-sup5size-ft_best,acdc_mss,sbzb_wetzstein_ii_1717,3095,395,149,72,174,2613,298
pdf-print-n7m5-sup5size-ft_best,acdc_mss,staatsbibliotek_zu_berlin_hs_or_8330,26,25,1,15,9,21,9
pdf-print-n7m5-sup5size-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or,3847,2633,2235,25,373,2863,2003
pdf-print-n7m5-sup5size-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_14071,2550,1175,717,73,385,2053,968
pdf-print-n7m5-sup5size-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_8299,1768,687,373,78,236,1420,510
pdf-print-n7m5-sup5size-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_9821,3186,1437,769,103,565,2550,1160
pdf-print-n7m5-sup5size-ft_best,acdc_mss,szb_landberg_83,4959,480,152,116,212,4139,295
pdf-print-n7m5-sup5size-ft_best,acdc_mss,u_penn_cajs_rar_ms_207,2310,784,414,89,281,1782,511
pdf-print-n7m5-sup5size-ft_best,acdc_mss,u_penn_ljs_387,6469,1401,483,245,673,5361,1049
pdf-print-n7m5-sup5size-ft_best,acdc_mss,u_penn_ms_codex_44,1132,146,46,22,78,944,105
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_12,8972,1187,307,361,519,7479,750
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_22,10429,2233,752,356,1125,8588,1669
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_251,3278,949,425,72,452,2727,793
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_28,2158,639,264,89,286,1820,494
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_308,2815,1066,631,102,333,2261,836
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_31,3797,2049,1539,53,457,2924,1632
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_40,5580,2577,1154,247,1176,4466,2074
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_509,3558,592,236,86,270,2923,383
pdf-print-n7m5-sup5size-ft_best,acdc_mss,university_of_michigan_isl_ms_895,2528,1083,552,132,399,2028,832
pdf-print-n7m5-sup5size-ft_best,acdc_mss,walters_museum_of_art_w_617,2235,1020,577,71,372,1811,854
pdf-print-n7m5-sup5size-ft_best,acdc_mss,walters_museum_of_art_w_619,1699,890,543,56,291,1363,724
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,astan_quds_5643,3823,1013,283,119,611,3118,816
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,bl_arundel_or_41,1108,480,137,118,225,850,256
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,bnf_supplement_turc_984,1349,620,233,93,294,1088,451
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,bsb_cod_arab_1071,839,276,68,33,175,692,222
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,bsb_cod_arab_463,2480,139,44,28,67,2053,94
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,chester_beatty_ar_3838,820,342,128,24,190,666,272
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,columbia_ms_or_150,1171,209,112,39,58,957,118
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,columbia_ms_or_26,1343,343,184,24,135,1061,254
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,514,185,78,251,1547,399
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,gotha_ms_orient_a_1632,1063,188,33,37,118,902,142
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,gotha_ms_orient_a_2435,669,141,25,35,81,561,99
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,gotha_ms_orient_p_35,2660,879,259,169,451,2050,585
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,heidelberg_cod_orient_148,671,109,46,5,58,552,88
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,jarring_prov_2,123,65,16,18,31,95,34
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,jarring_prov_36,136,73,30,2,41,115,64
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leiden_or_775,513,202,49,39,114,444,152
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leiden_university_or_1094,569,191,78,30,83,469,142
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_b_or_230b,1407,329,127,44,158,1153,250
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_cod_turc_104,3490,802,321,182,299,3010,581
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_110,1307,236,42,55,139,1090,176
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_226,1787,311,152,46,113,1425,155
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_393,717,80,23,18,39,601,47
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_656,967,268,139,19,110,809,219
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_659,1119,314,142,30,142,897,237
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_686,1738,207,76,28,103,1438,158
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_778,1302,249,51,54,144,1091,178
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,leipzig_vollers_832,1302,414,128,58,228,1089,340
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,mcgill_manuscript_40,1411,224,82,41,101,1178,170
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,michigan_isl_ms_193,1743,556,286,39,231,1444,477
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,michigan_isl_ms_353,985,433,266,18,149,778,351
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,michigan_isl_ms_691_1,1207,215,70,42,103,993,144
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,michigan_isl_ms_943,788,141,37,24,80,652,104
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,251,140,29,82,1555,194
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,211,96,22,93,899,173
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,279,104,45,130,940,184
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_garrett_no_1856Y,1013,295,86,49,160,806,218
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_garrett_no_302b,1203,295,102,47,146,976,199
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_garrett_no_556h,1809,429,88,96,245,1484,298
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_garrett_no_900h,1177,343,99,43,201,942,265
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,490,275,18,197,951,410
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,309,124,42,143,956,224
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,846,482,47,317,1721,667
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_new_series_no_1010,1521,595,208,53,334,1246,486
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_new_series_no_1537,1239,263,143,19,101,1015,217
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_new_series_no_1715,1647,366,145,64,157,1351,260
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,494,280,39,175,1591,315
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,princeton_new_series_no_2030,843,139,41,18,80,709,113
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,534,265,60,209,1736,316
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,597,328,40,229,1185,451
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbb_glaser_96,1768,552,149,76,327,1460,416
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbb_sprenger_275,911,283,85,27,171,763,245
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_diez_a_quart_67,1608,430,158,80,192,1345,326
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_diez_a_quart_95,804,184,48,12,124,673,169
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_glaser_18,1677,364,136,43,185,1332,247
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_landberg_232,2088,227,64,40,123,1720,171
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_ms_or_fol_4181,2007,716,333,83,300,1608,533
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_ms_or_oct_265,1609,585,320,41,224,1302,479
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_ms_or_oct_38,1728,429,246,30,153,1377,322
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_ms_or_quart_98,1860,288,96,40,152,1544,216
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_petermann_ii_446,1584,190,66,46,78,1297,109
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_schoemann_v_5,1087,273,66,48,159,899,212
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,459,166,54,239,1844,377
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1689,,,,,,,
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,366,113,64,189,1863,268
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_289,1343,272,81,29,162,1118,220
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,slub_mscr_dresd_ea_84,,,,,,,
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_vi_30,1436,383,150,43,190,1169,293
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_vi_42,1488,257,60,58,139,1245,179
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_vi_83,2075,195,39,46,110,1724,142
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_vii_132,794,197,88,30,79,637,138
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_vii_72,1179,250,88,49,113,996,182
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tubingen_ma_viii_106,1361,256,77,70,109,1160,178
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,tuebingen_ma_vi_141,1202,336,116,59,161,984,255
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,uppsala_o_vet_60,524,192,66,35,91,446,142
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,vieac_10314,718,718,718,0,0,583,583
pdf-print-n7m5-sup5size-ft_best,aocp_ms_eval,vieac_8056v,673,455,305,13,137,533,374
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,astan_quds_5643,3823,1013,283,119,611,3118,816
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,bl_arundel_or_41,1108,480,137,118,225,850,256
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,bnf_supplement_turc_984,1349,620,233,93,294,1088,451
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,bsb_cod_arab_1071,839,276,68,33,175,692,222
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,bsb_cod_arab_463,2480,139,44,28,67,2053,94
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,chester_beatty_ar_3838,820,342,128,24,190,666,272
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,columbia_ms_or_150,1171,209,112,39,58,957,118
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,514,185,78,251,1547,399
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,gotha_ms_orient_a_1632,1063,188,33,37,118,902,142
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,gotha_ms_orient_a_2435,669,141,25,35,81,561,99
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,gotha_ms_orient_p_35,2660,879,259,169,451,2050,585
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,heidelberg_cod_orient_148,671,109,46,5,58,552,88
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leiden_university_or_1094,569,191,78,30,83,469,142
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_cod_turc_104,3490,802,321,182,299,3010,581
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_110,1307,236,42,55,139,1090,176
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_226,1787,311,152,46,113,1425,155
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_393,717,80,23,18,39,601,47
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_656,967,268,139,19,110,809,219
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_659,1119,314,142,30,142,897,237
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_686,1738,207,76,28,103,1438,158
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_778,1302,249,51,54,144,1091,178
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,leipzig_vollers_832,1302,414,128,58,228,1089,340
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,mcgill_manuscript_40,1411,224,82,41,101,1178,170
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,michigan_isl_ms_193,1743,556,286,39,231,1444,477
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,michigan_isl_ms_691_1,1207,215,70,42,103,993,144
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,michigan_isl_ms_943,788,141,37,24,80,652,104
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,251,140,29,82,1555,194
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,211,96,22,93,899,173
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_garrett_no_1393Yy,1158,279,104,45,130,940,184
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_garrett_no_1856Y,1013,295,86,49,160,806,218
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_garrett_no_302b,1203,295,102,47,146,976,199
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_garrett_no_556h,1809,429,88,96,245,1484,298
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_garrett_no_900h,1177,343,99,43,201,942,265
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_new_series_no_1010,1521,595,208,53,334,1246,486
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_new_series_no_1537,1239,263,143,19,101,1015,217
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_new_series_no_1715,1647,366,145,64,157,1351,260
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,princeton_new_series_no_2030,843,139,41,18,80,709,113
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbb_glaser_96,1768,552,149,76,327,1460,416
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbb_sprenger_275,911,283,85,27,171,763,245
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_diez_a_quart_67,1608,430,158,80,192,1345,326
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_diez_a_quart_95,804,184,48,12,124,673,169
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_glaser_18,1677,364,136,43,185,1332,247
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_landberg_232,2088,227,64,40,123,1720,171
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_ms_or_fol_4181,2007,716,333,83,300,1608,533
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_ms_or_oct_265,1609,585,320,41,224,1302,479
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_ms_or_oct_38,1728,429,246,30,153,1377,322
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_ms_or_quart_98,1860,288,96,40,152,1544,216
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_petermann_ii_446,1584,190,66,46,78,1297,109
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_schoemann_v_5,1087,273,66,48,159,899,212
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,459,166,54,239,1844,377
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,366,113,64,189,1863,268
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,sbzb_wetzstein_ii_289,1343,272,81,29,162,1118,220
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_vi_30,1436,383,150,43,190,1169,293
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_vi_42,1488,257,60,58,139,1245,179
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_vi_83,2075,195,39,46,110,1724,142
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_vii_132,794,197,88,30,79,637,138
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_vii_72,1179,250,88,49,113,996,182
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tubingen_ma_viii_106,1361,256,77,70,109,1160,178
pdf-print-n7m5-sup5size-ft_best,v1_aocp_ms_eval,tuebingen_ma_vi_141,1202,336,116,59,161,984,255
