model,test,book,characters,errors,insertions,deletions,substitutions,arabic_count,arabic_missed
print_transcription_NEW,acdc_mss,akdi_01707,19228,5460,1927,463,3070,15761,4131
print_transcription_NEW,acdc_mss,altiparmak_efendi_hristiyanlik_ve_paul_hakkin,,,,,,,
print_transcription_NEW,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5267,3622,1477,526,172,779,2899,1020
print_transcription_NEW,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5341,14534,5470,1780,717,2973,11902,3898
print_transcription_NEW,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_242,1992,935,524,56,355,1550,688
print_transcription_NEW,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_334,2521,817,368,90,359,2039,570
print_transcription_NEW,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_ara_69,4604,2178,1483,136,559,3048,845
print_transcription_NEW,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_16,3071,1263,644,135,484,2437,891
print_transcription_NEW,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_21,,,,,,,
print_transcription_NEW,acdc_mss,bnf_arabe_5453,3800,1127,319,202,606,3181,782
print_transcription_NEW,acdc_mss,bnf_arabe_5741,1287,640,227,64,349,1067,482
print_transcription_NEW,acdc_mss,bnf_arabe_6246,1227,782,314,65,403,1031,617
print_transcription_NEW,acdc_mss,bnf_arabe_6329,4993,2496,1536,141,819,4229,2108
print_transcription_NEW,acdc_mss,bnf_arabe_6575,1553,1077,830,15,232,1318,940
print_transcription_NEW,acdc_mss,bnf_arabe_6675,2421,787,368,88,331,1961,513
print_transcription_NEW,acdc_mss,bnf_arabe_6859,1254,327,131,62,134,1000,163
print_transcription_NEW,acdc_mss,bnf_arabe_6983,963,569,232,66,271,828,449
print_transcription_NEW,acdc_mss,bnf_ms_persan_270,6467,3443,2060,107,1276,5169,2660
print_transcription_NEW,acdc_mss,bnf_persan_271,3150,1955,1414,35,506,2478,1549
print_transcription_NEW,acdc_mss,bodleian_library_ms_ouseley_add,4846,2764,1997,79,688,3566,1908
print_transcription_NEW,acdc_mss,bryn_mawr_bv_50,2941,1533,909,61,563,2329,1192
print_transcription_NEW,acdc_mss,bulac_ms_pers_113,5113,1740,741,217,782,4061,1085
print_transcription_NEW,acdc_mss,bulac_ms_pers_13,1786,917,536,41,340,1449,717
print_transcription_NEW,acdc_mss,cod_arab_114,1005,412,180,41,191,845,292
print_transcription_NEW,acdc_mss,druze_bne_arabe_5363_41_49,4759,1912,633,304,975,3845,1165
print_transcription_NEW,acdc_mss,druze_bnf_arabe_1209_2r_109r,49889,19955,7501,2598,9856,40672,12771
print_transcription_NEW,acdc_mss,druze_bsb__codarab_230_164r_164v,764,359,161,31,167,606,240
print_transcription_NEW,acdc_mss,druze_bsb_codarab_139v_141v,3454,1459,335,312,812,2760,895
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_126r_126v,774,339,96,46,197,620,227
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_126v,663,311,131,42,138,543,216
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_126v_127v,2119,975,262,166,547,1664,580
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_143v_144v,1847,865,208,159,498,1478,553
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_144v_146r,3030,1357,361,272,724,2418,810
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_146r_147v,2447,1092,325,212,555,1942,639
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_148r,761,331,67,77,187,600,195
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_150r_151r,1879,869,288,139,442,1506,549
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_151r_152v,2894,1244,320,259,665,2251,693
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_154r_155r,3106,1492,552,190,750,2346,848
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_155v,671,343,123,41,179,532,224
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_155v_156r,648,295,103,42,150,523,196
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_156r_159r,4383,2052,746,252,1054,3407,1273
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_160r_160v,2834,1396,667,91,638,2116,872
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_161v_162v,1956,987,409,66,512,1527,694
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_163r_164r,1991,948,317,183,448,1578,577
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_164r,268,124,31,21,72,213,83
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_164v,416,162,43,27,92,333,107
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_165r,905,416,151,52,213,698,265
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_40v_42r,2513,1100,321,201,578,1990,683
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_78v_79v,1702,671,216,118,337,1347,399
print_transcription_NEW,acdc_mss,druze_bsb_codarab_230_80v_81r,655,272,86,50,136,518,154
print_transcription_NEW,acdc_mss,druze_princeton_garrett_no_371b_61v-57r,2398,1165,563,119,483,2003,839
print_transcription_NEW,acdc_mss,druze_sbb_landberg_212_122v_126v,2993,1218,569,91,558,2282,715
print_transcription_NEW,acdc_mss,druze_sbb_lbg_210_220v_229v,5373,1918,752,254,912,4289,1069
print_transcription_NEW,acdc_mss,druze_sbb_oroct224_145v_146v,844,283,131,28,124,666,154
print_transcription_NEW,acdc_mss,druze_sbb_oroct_162_103v_104r,556,298,113,33,152,439,208
print_transcription_NEW,acdc_mss,druze_sbb_oroct_224_123v126v,2002,710,356,49,305,1549,406
print_transcription_NEW,acdc_mss,druze_sbb_oroct_224_126v135v,5433,1989,890,166,933,4276,1149
print_transcription_NEW,acdc_mss,druze_sbb_oroct_224_136r_137v,1150,352,178,29,145,894,177
print_transcription_NEW,acdc_mss,druze_sbb_oroct_224_146v_149v,1579,520,242,52,226,1214,262
print_transcription_NEW,acdc_mss,druze_sbb_wetzstein_ii_230_38r_4,3110,1147,652,81,414,2454,659
print_transcription_NEW,acdc_mss,druze_sbb_wetzstein_ii_230_43r_4,1895,721,375,60,286,1478,421
print_transcription_NEW,acdc_mss,druze_sbb_wetzstein_ii_230_46r_4,1691,640,344,52,244,1312,361
print_transcription_NEW,acdc_mss,druze_sbb_wetzstein_ii_230_48v_4,391,168,100,12,56,307,103
print_transcription_NEW,acdc_mss,druze_sbb_wetzstein_ii_230_70v_7,1873,722,282,75,365,1431,394
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_103r_118r,6307,2118,666,489,963,5408,1236
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_11v_13r,917,372,156,43,173,716,208
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_14r_15v,846,334,109,50,175,663,172
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_17r_20r,1974,651,254,96,301,1585,334
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_20v_33r,5825,2237,801,316,1120,4531,1138
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_3r_6v,1816,616,211,91,314,1451,330
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_6v_8v,1131,427,126,67,234,906,245
print_transcription_NEW,acdc_mss,druze_vatican_ar1342_9r_11v,1331,468,170,70,228,1050,226
print_transcription_NEW,acdc_mss,fatih_2553,3914,1324,504,187,633,3272,937
print_transcription_NEW,acdc_mss,hafiz_divan_umich_ms_319,7029,4890,3599,39,1252,5600,4020
print_transcription_NEW,acdc_mss,leipzig_b_or_156_01,3329,1485,681,144,660,2815,1200
print_transcription_NEW,acdc_mss,leipzig_b_or_252,4959,2132,1217,148,767,4176,1728
print_transcription_NEW,acdc_mss,leipzig_ms_gabelentz_60,5431,1273,473,164,636,4390,750
print_transcription_NEW,acdc_mss,leipzig_vollers_121,2571,1387,928,49,410,2196,1175
print_transcription_NEW,acdc_mss,leipzig_vollers_879,35836,11098,4115,1409,5574,29997,8083
print_transcription_NEW,acdc_mss,lewis_o_27,8289,3173,1340,288,1545,6605,2140
print_transcription_NEW,acdc_mss,lewis_o_75,,,,,,,
print_transcription_NEW,acdc_mss,library_of_congress_pk6450,2558,1340,726,78,536,2063,1047
print_transcription_NEW,acdc_mss,ms_gabelentz_52,1747,419,159,50,210,1465,278
print_transcription_NEW,acdc_mss,nat_lib_israel_ms_ar_4,1183,340,169,37,134,950,224
print_transcription_NEW,acdc_mss,national_library_of_israel_ms_yahya_ar_862,2686,1143,420,75,648,2243,876
print_transcription_NEW,acdc_mss,princeton_garrett_no_1000y,625,312,157,27,128,521,257
print_transcription_NEW,acdc_mss,princeton_garrett_no_1356y,2382,851,286,130,435,1991,600
print_transcription_NEW,acdc_mss,princeton_garrett_no_1585y,1095,427,147,45,235,893,291
print_transcription_NEW,acdc_mss,princeton_islamic_manuscripts_garett_no_62,2455,1849,1592,6,251,1846,1384
print_transcription_NEW,acdc_mss,sbzb_glaser_132,1276,370,148,31,191,1078,261
print_transcription_NEW,acdc_mss,sbzb_glaser_133,1022,418,200,26,192,859,338
print_transcription_NEW,acdc_mss,sbzb_glaser_33,23177,4849,1659,947,2243,18726,2638
print_transcription_NEW,acdc_mss,sbzb_hs_or_13940,1127,609,273,34,302,952,496
print_transcription_NEW,acdc_mss,sbzb_hs_or_14189,1987,554,227,58,269,1608,370
print_transcription_NEW,acdc_mss,sbzb_hs_or_14190,2906,1352,567,108,677,2363,1127
print_transcription_NEW,acdc_mss,sbzb_hs_or_14192,1805,564,238,71,255,1450,342
print_transcription_NEW,acdc_mss,sbzb_hs_or_14194,1884,640,266,55,319,1511,423
print_transcription_NEW,acdc_mss,sbzb_hs_or_14299,1781,515,229,56,230,1439,337
print_transcription_NEW,acdc_mss,sbzb_hs_or_14308,1078,343,131,42,170,855,222
print_transcription_NEW,acdc_mss,sbzb_hs_or_14309,2452,1099,424,96,579,2021,857
print_transcription_NEW,acdc_mss,sbzb_hs_or_8524,1037,453,237,29,187,850,342
print_transcription_NEW,acdc_mss,sbzb_hs_or_9772,1878,596,334,47,215,1503,364
print_transcription_NEW,acdc_mss,sbzb_landberg_97,2608,870,280,136,454,2107,518
print_transcription_NEW,acdc_mss,sbzb_ms_or_fol_215,7017,2907,699,587,1621,5851,2047
print_transcription_NEW,acdc_mss,sbzb_ms_or_fol_913,,,,,,,
print_transcription_NEW,acdc_mss,sbzb_ms_or_oct_1228,1750,1256,829,24,403,1458,1106
print_transcription_NEW,acdc_mss,sbzb_ms_or_oct_1790,1488,599,265,45,289,1233,490
print_transcription_NEW,acdc_mss,sbzb_ms_or_oct_241,1213,630,148,78,404,1012,442
print_transcription_NEW,acdc_mss,sbzb_ms_or_oct_372,1868,736,310,93,333,1510,472
print_transcription_NEW,acdc_mss,sbzb_ms_or_oct_952,3231,2202,1807,29,366,2374,1599
print_transcription_NEW,acdc_mss,sbzb_wetzstein_i_148,2905,763,356,55,352,2359,485
print_transcription_NEW,acdc_mss,sbzb_wetzstein_ii_1717,3095,808,342,82,384,2613,591
print_transcription_NEW,acdc_mss,staatsbibliotek_zu_berlin_hs_or_8330,26,17,2,11,4,21,5
print_transcription_NEW,acdc_mss,staatsbibliothek_zu_berlin_hs_or,3847,2850,2486,15,349,2863,2074
print_transcription_NEW,acdc_mss,staatsbibliothek_zu_berlin_hs_or_14071,2550,1334,825,70,439,2053,1044
print_transcription_NEW,acdc_mss,staatsbibliothek_zu_berlin_hs_or_8299,1768,744,419,67,258,1420,521
print_transcription_NEW,acdc_mss,staatsbibliothek_zu_berlin_hs_or_9821,3186,1520,865,78,577,2550,1151
print_transcription_NEW,acdc_mss,szb_landberg_83,4959,1058,406,146,506,4139,675
print_transcription_NEW,acdc_mss,u_penn_cajs_rar_ms_207,2310,936,526,51,359,1782,621
print_transcription_NEW,acdc_mss,u_penn_ljs_387,6469,2552,983,240,1329,5361,1916
print_transcription_NEW,acdc_mss,u_penn_ms_codex_44,1132,352,164,39,149,944,228
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_12,8972,2605,724,535,1346,7479,1707
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_22,10429,4105,1037,577,2491,8588,3027
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_251,3278,1356,605,80,671,2727,1066
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_28,2158,874,420,81,373,1820,690
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_308,2815,1253,748,90,415,2261,920
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_31,3797,2276,1676,48,552,2924,1722
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_40,5580,2699,1182,236,1281,4466,2066
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_509,3558,994,377,120,497,2923,636
print_transcription_NEW,acdc_mss,university_of_michigan_isl_ms_895,2528,1150,573,98,479,2028,865
print_transcription_NEW,acdc_mss,walters_museum_of_art_w_617,2235,1050,522,80,448,1811,827
print_transcription_NEW,acdc_mss,walters_museum_of_art_w_619,1699,933,594,45,294,1363,715
print_transcription_NEW,aocp_ms_eval,astan_quds_5643,3823,1593,609,118,866,3118,1126
print_transcription_NEW,aocp_ms_eval,bl_arundel_or_41,1108,625,255,92,278,850,368
print_transcription_NEW,aocp_ms_eval,bnf_supplement_turc_984,1349,771,312,66,393,1088,556
print_transcription_NEW,aocp_ms_eval,bsb_cod_arab_1071,839,373,92,34,247,692,285
print_transcription_NEW,aocp_ms_eval,bsb_cod_arab_463,2480,402,141,66,195,2053,242
print_transcription_NEW,aocp_ms_eval,chester_beatty_ar_3838,820,495,225,25,245,666,386
print_transcription_NEW,aocp_ms_eval,columbia_ms_or_150,1171,409,345,15,49,957,272
print_transcription_NEW,aocp_ms_eval,columbia_ms_or_26,1343,414,228,27,159,1061,281
print_transcription_NEW,aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,821,377,57,387,1547,642
print_transcription_NEW,aocp_ms_eval,gotha_ms_orient_a_1632,1063,329,88,53,188,902,235
print_transcription_NEW,aocp_ms_eval,gotha_ms_orient_a_2435,669,232,52,44,136,561,168
print_transcription_NEW,aocp_ms_eval,gotha_ms_orient_p_35,2660,1223,364,164,695,2050,858
print_transcription_NEW,aocp_ms_eval,heidelberg_cod_orient_148,671,207,83,17,107,552,147
print_transcription_NEW,aocp_ms_eval,jarring_prov_2,123,61,15,12,34,95,40
print_transcription_NEW,aocp_ms_eval,jarring_prov_36,136,80,47,3,30,115,69
print_transcription_NEW,aocp_ms_eval,leiden_or_775,513,289,158,10,121,444,252
print_transcription_NEW,aocp_ms_eval,leiden_university_or_1094,569,266,138,12,116,469,203
print_transcription_NEW,aocp_ms_eval,leipzig_b_or_230b,1407,538,252,34,252,1153,422
print_transcription_NEW,aocp_ms_eval,leipzig_cod_turc_104,3490,989,524,91,374,3010,756
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_110,1307,384,89,85,210,1090,268
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_226,1787,484,207,54,223,1425,274
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_393,717,211,81,28,102,601,129
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_656,967,407,218,21,168,809,317
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_659,1119,507,250,37,220,897,378
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_686,1738,480,201,40,239,1438,347
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_778,1302,423,76,98,249,1091,282
print_transcription_NEW,aocp_ms_eval,leipzig_vollers_832,1302,668,246,64,358,1089,530
print_transcription_NEW,aocp_ms_eval,mcgill_manuscript_40,1411,422,160,54,208,1178,303
print_transcription_NEW,aocp_ms_eval,michigan_isl_ms_193,1743,747,437,35,275,1444,613
print_transcription_NEW,aocp_ms_eval,michigan_isl_ms_353,985,424,251,24,149,778,308
print_transcription_NEW,aocp_ms_eval,michigan_isl_ms_691_1,1207,401,161,45,195,993,265
print_transcription_NEW,aocp_ms_eval,michigan_isl_ms_943,788,311,125,26,160,652,218
print_transcription_NEW,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,645,381,39,225,1555,463
print_transcription_NEW,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,346,148,35,163,899,273
print_transcription_NEW,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,452,190,44,218,940,305
print_transcription_NEW,aocp_ms_eval,princeton_garrett_no_1856Y,1013,420,166,43,211,806,295
print_transcription_NEW,aocp_ms_eval,princeton_garrett_no_302b,1203,573,246,50,277,976,422
print_transcription_NEW,aocp_ms_eval,princeton_garrett_no_556h,1809,781,234,115,432,1484,519
print_transcription_NEW,aocp_ms_eval,princeton_garrett_no_900h,1177,552,227,24,301,942,434
print_transcription_NEW,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,549,288,39,222,951,403
print_transcription_NEW,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,405,174,37,194,956,284
print_transcription_NEW,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,1068,611,38,419,1721,814
print_transcription_NEW,aocp_ms_eval,princeton_new_series_no_1010,1521,676,222,97,357,1246,502
print_transcription_NEW,aocp_ms_eval,princeton_new_series_no_1537,1239,404,220,19,165,1015,314
print_transcription_NEW,aocp_ms_eval,princeton_new_series_no_1715,1647,506,210,35,261,1351,395
print_transcription_NEW,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,765,400,47,318,1591,489
print_transcription_NEW,aocp_ms_eval,princeton_new_series_no_2030,843,215,86,11,118,709,183
print_transcription_NEW,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,721,375,50,296,1736,408
print_transcription_NEW,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,692,372,37,283,1185,486
print_transcription_NEW,aocp_ms_eval,sbb_glaser_96,1768,830,326,84,420,1460,579
print_transcription_NEW,aocp_ms_eval,sbb_sprenger_275,911,456,184,28,244,763,371
print_transcription_NEW,aocp_ms_eval,sbzb_diez_a_quart_67,1608,532,233,39,260,1345,418
print_transcription_NEW,aocp_ms_eval,sbzb_diez_a_quart_95,804,207,65,17,125,673,180
print_transcription_NEW,aocp_ms_eval,sbzb_glaser_18,1677,729,353,54,322,1332,493
print_transcription_NEW,aocp_ms_eval,sbzb_landberg_232,2088,520,187,45,288,1720,385
print_transcription_NEW,aocp_ms_eval,sbzb_ms_or_fol_4181,2007,806,361,60,385,1608,589
print_transcription_NEW,aocp_ms_eval,sbzb_ms_or_oct_265,1609,585,294,54,237,1302,440
print_transcription_NEW,aocp_ms_eval,sbzb_ms_or_oct_38,1728,725,511,26,188,1377,543
print_transcription_NEW,aocp_ms_eval,sbzb_ms_or_quart_98,1860,521,215,39,267,1544,355
print_transcription_NEW,aocp_ms_eval,sbzb_petermann_ii_446,1584,406,156,43,207,1297,269
print_transcription_NEW,aocp_ms_eval,sbzb_schoemann_v_5,1087,436,125,73,238,899,331
print_transcription_NEW,aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,782,359,50,373,1844,590
print_transcription_NEW,aocp_ms_eval,sbzb_wetzstein_ii_1689,,,,,,,
print_transcription_NEW,aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,651,197,98,356,1863,470
print_transcription_NEW,aocp_ms_eval,sbzb_wetzstein_ii_289,1343,461,152,41,268,1118,342
print_transcription_NEW,aocp_ms_eval,slub_mscr_dresd_ea_84,,,,,,,
print_transcription_NEW,aocp_ms_eval,tubingen_ma_vi_30,1436,684,284,52,348,1169,508
print_transcription_NEW,aocp_ms_eval,tubingen_ma_vi_42,1488,455,122,69,264,1245,326
print_transcription_NEW,aocp_ms_eval,tubingen_ma_vi_83,2075,432,118,72,242,1724,295
print_transcription_NEW,aocp_ms_eval,tubingen_ma_vii_132,794,277,109,26,142,637,192
print_transcription_NEW,aocp_ms_eval,tubingen_ma_vii_72,1179,363,167,40,156,996,253
print_transcription_NEW,aocp_ms_eval,tubingen_ma_viii_106,1361,352,100,56,196,1160,273
print_transcription_NEW,aocp_ms_eval,tuebingen_ma_vi_141,1202,525,180,56,289,984,400
print_transcription_NEW,aocp_ms_eval,uppsala_o_vet_60,524,219,84,24,111,446,167
print_transcription_NEW,aocp_ms_eval,vieac_10314,718,710,710,0,0,583,583
print_transcription_NEW,aocp_ms_eval,vieac_8056v,673,509,378,3,128,533,400
print_transcription_NEW,v1_aocp_ms_eval,astan_quds_5643,3823,1592,609,117,866,3118,1126
print_transcription_NEW,v1_aocp_ms_eval,bl_arundel_or_41,1108,625,255,92,278,850,368
print_transcription_NEW,v1_aocp_ms_eval,bnf_supplement_turc_984,1349,771,312,66,393,1088,556
print_transcription_NEW,v1_aocp_ms_eval,bsb_cod_arab_1071,839,373,92,34,247,692,285
print_transcription_NEW,v1_aocp_ms_eval,bsb_cod_arab_463,2480,402,141,66,195,2053,242
print_transcription_NEW,v1_aocp_ms_eval,chester_beatty_ar_3838,820,495,225,25,245,666,386
print_transcription_NEW,v1_aocp_ms_eval,columbia_ms_or_150,1171,409,345,15,49,957,272
print_transcription_NEW,v1_aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,821,377,57,387,1547,642
print_transcription_NEW,v1_aocp_ms_eval,gotha_ms_orient_a_1632,1063,329,88,53,188,902,235
print_transcription_NEW,v1_aocp_ms_eval,gotha_ms_orient_a_2435,669,232,52,44,136,561,168
print_transcription_NEW,v1_aocp_ms_eval,gotha_ms_orient_p_35,2660,1223,364,164,695,2050,858
print_transcription_NEW,v1_aocp_ms_eval,heidelberg_cod_orient_148,671,207,83,17,107,552,147
print_transcription_NEW,v1_aocp_ms_eval,leiden_university_or_1094,569,266,138,12,116,469,203
print_transcription_NEW,v1_aocp_ms_eval,leipzig_cod_turc_104,3490,989,524,91,374,3010,756
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_110,1307,384,89,85,210,1090,268
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_226,1787,484,207,54,223,1425,274
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_393,717,211,81,28,102,601,129
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_656,967,407,218,21,168,809,317
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_659,1119,507,250,37,220,897,378
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_686,1738,480,201,40,239,1438,347
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_778,1302,423,76,98,249,1091,282
print_transcription_NEW,v1_aocp_ms_eval,leipzig_vollers_832,1302,668,246,64,358,1089,530
print_transcription_NEW,v1_aocp_ms_eval,mcgill_manuscript_40,1411,422,160,54,208,1178,303
print_transcription_NEW,v1_aocp_ms_eval,michigan_isl_ms_193,1743,747,437,35,275,1444,613
print_transcription_NEW,v1_aocp_ms_eval,michigan_isl_ms_691_1,1207,401,161,45,195,993,265
print_transcription_NEW,v1_aocp_ms_eval,michigan_isl_ms_943,788,311,125,26,160,652,218
print_transcription_NEW,v1_aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,645,381,39,225,1555,463
print_transcription_NEW,v1_aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,346,148,35,163,899,273
print_transcription_NEW,v1_aocp_ms_eval,princeton_garrett_no_1393Yy,1158,452,190,44,218,940,305
print_transcription_NEW,v1_aocp_ms_eval,princeton_garrett_no_1856Y,1013,420,166,43,211,806,295
print_transcription_NEW,v1_aocp_ms_eval,princeton_garrett_no_302b,1203,573,246,50,277,976,422
print_transcription_NEW,v1_aocp_ms_eval,princeton_garrett_no_556h,1809,781,234,115,432,1484,519
print_transcription_NEW,v1_aocp_ms_eval,princeton_garrett_no_900h,1177,552,227,24,301,942,434
print_transcription_NEW,v1_aocp_ms_eval,princeton_new_series_no_1010,1521,676,222,97,357,1246,502
print_transcription_NEW,v1_aocp_ms_eval,princeton_new_series_no_1537,1239,404,220,19,165,1015,314
print_transcription_NEW,v1_aocp_ms_eval,princeton_new_series_no_1715,1647,506,210,35,261,1351,395
print_transcription_NEW,v1_aocp_ms_eval,princeton_new_series_no_2030,843,215,86,11,118,709,183
print_transcription_NEW,v1_aocp_ms_eval,sbb_glaser_96,1768,830,326,84,420,1460,579
print_transcription_NEW,v1_aocp_ms_eval,sbb_sprenger_275,911,456,184,28,244,763,371
print_transcription_NEW,v1_aocp_ms_eval,sbzb_diez_a_quart_67,1608,532,233,39,260,1345,418
print_transcription_NEW,v1_aocp_ms_eval,sbzb_diez_a_quart_95,804,207,65,17,125,673,180
print_transcription_NEW,v1_aocp_ms_eval,sbzb_glaser_18,1677,729,353,54,322,1332,493
print_transcription_NEW,v1_aocp_ms_eval,sbzb_landberg_232,2088,520,187,45,288,1720,385
print_transcription_NEW,v1_aocp_ms_eval,sbzb_ms_or_fol_4181,2007,806,361,60,385,1608,589
print_transcription_NEW,v1_aocp_ms_eval,sbzb_ms_or_oct_265,1609,585,294,54,237,1302,440
print_transcription_NEW,v1_aocp_ms_eval,sbzb_ms_or_oct_38,1728,725,511,26,188,1377,543
print_transcription_NEW,v1_aocp_ms_eval,sbzb_ms_or_quart_98,1860,521,215,39,267,1544,355
print_transcription_NEW,v1_aocp_ms_eval,sbzb_petermann_ii_446,1584,406,156,43,207,1297,269
print_transcription_NEW,v1_aocp_ms_eval,sbzb_schoemann_v_5,1087,436,125,73,238,899,331
print_transcription_NEW,v1_aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,782,359,50,373,1844,590
